0.755882 1.27395
-0.0149735 -1.73453
-1.16188 0.990345
0.273586 0.963412
-2.51489 -0.639207
-0.346591 -0.709491
-0.16416 -0.615332
0.797571 -1.30699
1.09968 0.233371
-0.0963482 0.548258
0.422244 0.0154194
-0.840096 0.214605
-1.72329 0.124599
-0.782385 -0.248145
0.340303 0.95452
-0.7215 0.0635698
0.15995 -0.362216
-0.979466 0.0146538
0.577269 -0.447864
0.00408333 0.298277
0.259012 0.445316
0.154159 -1.65074
-0.0443244 1.03022
0.220243 -1.79094
0.453731 0.589882
0.295178 -0.988084
1.57099 -0.261643
-0.243168 -1.30011
1.49593 0.455641
-0.0344927 1.01569
1.54435 -0.421089
-1.8869 -0.0124142
-1.3031 0.709378
0.503645 -0.492283
-0.669403 -0.705903
0.106872 1.07644
-0.132349 -0.308151
0.159929 0.730786
0.77604 0.285834
-0.318331 -0.125473
-1.33846 -0.212092
0.114636 0.485892
-0.956458 0.0569713
1.0255 -0.161785
-0.622945 -0.185284
0.395108 -0.573837
0.258421 1.79273
0.273964 -1.4411
0.537086 -0.946008
-0.844599 0.126247
1.8502 -0.338355
-0.247519 1.4776
-1.10749 -1.19951
0.671528 -0.36269
-0.452344 0.0830107
-1.52893 0.437218
-0.69793 -0.437624
1.38043 -0.523622
-0.704106 -0.3484
1.08037 0.03507
-0.754161 0.372539
0.227209 -1.76802
0.633235 0.143922
0.471229 1.13922
-0.139434 -0.753728
-0.738974 0.561112
-1.10223 -1.50016
0.195507 0.633421
0.126517 0.271021
0.551706 -2.12228
0.587932 0.111114
-0.482375 -0.0402412
-0.399381 0.220476
-0.226472 0.284298
-0.672587 0.993847
0.333752 1.45126
-1.34632 0.460374
-0.568753 0.978953
1.09376 -0.194714
-0.328247 0.602648
-1.09635 -0.936863
0.848523 0.210746
-0.0320103 -0.757164
1.19782 0.194452
1.02119 0.709798
-0.375741 0.835794
0.207253 -0.309256
-0.260901 -1.1116
0.82913 -0.334419
-0.969769 -0.545985
-0.0860883 1.72369
-0.633935 -0.663837
0.564308 -0.700069
-0.637894 -1.0061
-0.834266 -0.828803
0.112427 0.570403
-1.08235 0.0125022
1.83842 -1.41142
-0.99445 0.748326
-0.553529 0.224885
0.217887 -1.47747
0.501412 -0.606609
0.891396 0.356751
0.984849 -1.17508
1.1926 -0.620289
-1.19046 -1.4036
-1.48857 0.625223
-0.668992 -0.215653
-0.0808453 -1.50108
0.318002 0.120857
0.669646 0.0736903
-1.33114 1.90522
-0.228225 1.07354
-0.101202 0.365604
-0.36548 1.30202
0.475076 -0.576372
-1.33819 -0.85773
0.736491 -0.107193
0.360614 1.38817
-0.235238 -0.554862
-1.18783 -0.286824
0.361019 0.53542
-0.123628 -0.000893251
1.67797 1.00117
-1.97359 0.435429
-0.368781 -0.252512
0.0924089 -0.550452
-0.00515707 1.17
-0.115569 -0.345846
-0.249448 0.798926
-1.14735 -0.563531
-0.951609 0.556368
-1.80311 0.384619
0.925145 -1.33891
-0.19063 -1.36858
-0.835266 -0.35391
-0.655968 1.58055
0.276522 0.455487
0.212381 0.00955651
-2.2556 -1.74701
-0.378453 0.321667
-0.2006 -0.349536
-0.180965 1.61609
0.751431 -0.533962
-0.450048 -0.128133
0.255701 -0.635709
-0.407834 0.13531
1.47221 -0.0133645
0.442485 -0.55647
-1.14588 0.188942
1.23472 0.854313
0.266172 -0.709527
-0.746527 1.21729
-0.26559 -0.745018
-0.379619 0.360657
1.16355 0.241665
0.942575 -0.355027
0.501184 -1.2417
-0.397116 -1.00072
-0.282408 1.07015
0.604926 0.669211
0.644577 -0.955395
-0.127208 0.130022
0.437713 0.238197
-0.0680528 0.542649
0.367082 0.150926
-0.631214 -0.693889
0.809195 0.159823
-0.413655 1.30684
0.502474 2.29712
-0.360398 1.6647
-0.00466019 -0.983416
0.446784 0.428813
-0.508604 0.211546
-0.640626 1.11091
0.755221 1.21213
0.820466 -1.28759
-1.20554 0.6283
0.181561 -0.558411
0.0304535 1.31051
-0.368712 -1.00822
-0.133034 -0.204974
1.59372 -0.0212559
0.906487 -0.311762
-0.127261 -0.826898
1.53319 0.185209
-0.460903 1.42496
-0.316908 -0.548065
1.36936 -0.370298
-0.84594 -0.0348909
0.178969 0.267519
-0.669844 -1.03954
0.0512984 1.33829
0.0281323 -0.0446131
-1.59452 -1.02628
-0.800482 0.279536
-0.546286 -0.392817
0.492122 0.810141
-0.275809 0.194855
0.969327 -0.373122
0.15983 0.594823
0.613734 -0.904915
0.254766 0.462562
-0.288903 -0.763397
-0.932671 0.416617
0.128138 -0.706446
-0.448064 0.307078
0.648816 1.44738
0.390564 -1.08962
0.0628152 0.185078
-0.13137 -0.372419
0.414835 -0.335775
-1.34747 0.669225
0.845035 -0.325466
-0.380544 -0.277191
-1.94153 0.292572
-0.962325 0.308553
0.519273 -0.0535005
-1.06332 -0.0269358
-0.445789 0.209459
0.22971 -0.742926
0.691637 0.160513
-0.00590829 0.767707
-0.85283 0.0791742
-0.405955 0.157533
-0.228093 0.90235
0.483378 -0.509731
-0.758067 0.968643
-1.05721 0.186815
-0.489074 0.433915
-0.295269 0.0874612
0.907029 0.324433
-0.926647 1.63972
0.78774 -0.339921
-1.18435 -0.69615
0.629096 -0.275015
-0.188233 0.167813
0.990338 0.186706
